date,account_id,account_name,campaign_id,campaign_name,campaign_type,ad_group_id,ad_group_name,keyword,match_type,device,country,impressions,clicks,ctr,avg_cpc,cost,conversions,conversion_value,gclid,utm_source,utm_medium,utm_campaign,utm_content,utm_term,quality_score
2026-01-29,613869,ABC Marketing,9136,Cyber Monday,Shopping,9174,Shopping,holiday packages,Phrase,Mobile,United Kingdom,15595,480,3.08,3.07,1473.6,35,5510.44,GCLID_26A946440BB84F5E,google,cpc,cyber_monday,ad_10,mobile phones,8
2026-06-04,706799,ABC Marketing,8695,Phone Launch,Search,6453,Remarketing,credit card,Broad,Desktop,United Kingdom,18124,793,4.38,3.05,2418.65,47,6583.11,GCLID_17E17C4D4D6C4F40,google,cpc,phone_launch,ad_7,mobile phones,7
2026-01-29,705375,ABC Marketing,2458,Education Campaign,Performance Max,9794,Video,insurance,Broad,Mobile,United States,14052,1129,8.04,0.85,959.65,48,17050.07,GCLID_4663B9F039C0421A,google,cpc,education_campaign,ad_4,airflow course,4
2026-03-24,772550,ABC Marketing,7444,Winter Sale,Display,9223,Performance,digital marketing,Exact,Mobile,Canada,8138,765,9.41,2.74,2096.1,27,4170.54,GCLID_01C9F975B5C74709,google,cpc,winter_sale,ad_6,gaming laptop,8
2026-06-22,390209,ABC Marketing,9992,Loan Promotion,Performance Max,7077,Shopping,bigquery tutorial,Broad,Desktop,United States,5930,335,5.66,1.11,371.85,8,2410.71,GCLID_64E4C14E06DE4B7F,google,cpc,loan_promotion,ad_7,gcp training,6
2026-02-12,939535,ABC Marketing,3089,Insurance Campaign,Display,9743,Display,cheap mobile,Phrase,Tablet,Australia,9615,885,9.21,0.85,752.25,29,8114.42,GCLID_6A7D21085BDD4081,google,cpc,insurance_campaign,ad_6,mobile phones,3
2026-04-06,977131,ABC Marketing,1908,Electronics Festival,Shopping,7667,Shopping,digital marketing,Exact,Mobile,Singapore,8105,586,7.24,1.67,978.62,46,12288.08,GCLID_0BAE2615AF6F4F9D,google,cpc,electronics_festival,ad_10,cheap mobile,10
2026-03-19,771863,ABC Marketing,6230,Performance Max,Display,7865,Display,bigquery tutorial,Exact,Desktop,India,9951,322,3.24,5.05,1626.1,19,6848.94,GCLID_C29D75F82CF44073,google,cpc,performance_max,ad_8,python course,3
2026-06-08,384870,ABC Marketing,9447,Winter Sale,Search,6540,Shopping,gcp training,Exact,Mobile,Australia,19354,493,2.55,5.33,2627.69,10,3396.43,GCLID_44B6AD811178426C,google,cpc,winter_sale,ad_7,credit card,7
2026-04-28,104995,ABC Marketing,9533,Phone Launch,Shopping,7658,Search,health insurance,Exact,Mobile,United States,6557,209,3.19,0.73,152.57,17,6771.18,GCLID_05DE713EDD2B421D,google,cpc,phone_launch,ad_10,airflow course,7
2026-03-18,252994,ABC Marketing,8975,Summer Sale,Performance Max,7133,Video,insurance,Phrase,Mobile,Germany,8817,865,9.82,0.52,449.8,8,2504.33,GCLID_1A4A35CC8878432E,google,cpc,summer_sale,ad_2,mobile phones,3
2026-06-13,744824,ABC Marketing,7810,Real Estate Leads,Search,6754,Display,crm software,Exact,Tablet,United States,3599,372,10.36,4.44,1651.68,32,6923.84,GCLID_DF4C6EA66A764348,google,cpc,real_estate_leads,ad_6,insurance,7
2026-05-08,139409,ABC Marketing,4090,Travel Deals,Shopping,8752,Remarketing,health insurance,Broad,Tablet,India,16575,1785,10.77,0.61,1088.85,22,9719.43,GCLID_00E9F6A9184C431D,google,cpc,travel_deals,ad_7,holiday packages,5
2026-03-14,536444,ABC Marketing,3665,Travel Deals,Search,6457,Search,gaming laptop,Broad,Mobile,Singapore,12694,388,3.06,4.61,1788.68,21,3418.74,GCLID_953885E981E24FDE,google,cpc,travel_deals,ad_7,gcp training,5
2026-01-22,887217,ABC Marketing,8287,Education Campaign,Display,7417,Display,holiday packages,Phrase,Mobile,India,4821,400,8.3,3.22,1288.0,0,0.0,GCLID_5ED147D91423477D,google,cpc,education_campaign,ad_10,mobile phones,8
2026-04-17,153187,ABC Marketing,5093,Winter Sale,Search,5421,Shopping,gcp training,Phrase,Desktop,Australia,8593,532,6.2,0.46,244.72,42,5688.84,GCLID_24A87CC83D0645A3,google,cpc,winter_sale,ad_3,cheap mobile,7
2026-03-16,763861,ABC Marketing,2748,Brand Search,Performance Max,7768,Shopping,cheap mobile,Phrase,Tablet,India,2898,264,9.14,0.2,52.8,5,2287.25,GCLID_3E22994430BB4AF8,google,cpc,brand_search,ad_6,health insurance,7
2026-02-01,301059,ABC Marketing,4577,Remarketing,Display,8561,Shopping,python course,Exact,Desktop,United States,2914,198,6.82,5.26,1041.48,10,2830.5,GCLID_15F0C291CF57466A,google,cpc,remarketing,ad_10,crm software,4
2026-05-22,222235,ABC Marketing,8196,Travel Deals,Search,8057,Brand,cloud engineer,Exact,Desktop,United Kingdom,10872,1190,10.95,3.89,4629.1,112,8601.04,GCLID_164B6019693B4F3D,google,cpc,travel_deals,ad_6,credit card,7
2026-06-14,818876,ABC Marketing,2681,Black Friday,Shopping,6310,Video,gcp training,Exact,Mobile,United Kingdom,19519,577,2.96,0.65,375.05,37,3729.84,GCLID_51EE1C4D959D4439,google,cpc,black_friday,ad_2,holiday packages,3
2026-05-28,709307,ABC Marketing,4105,Phone Launch,Search,7330,Performance,credit card,Phrase,Mobile,United States,2855,96,3.38,2.92,280.32,5,262.87,GCLID_CA9CAE84890D41D5,google,cpc,phone_launch,ad_2,gaming laptop,5
2026-01-14,749361,ABC Marketing,9291,Cyber Monday,Shopping,7516,Shopping,gcp training,Exact,Tablet,United Kingdom,1100,24,2.19,1.8,43.2,0,0.0,GCLID_88762351F1CC45B7,google,cpc,cyber_monday,ad_6,gcp training,7
2026-06-03,230678,ABC Marketing,5051,Brand Search,Performance Max,8744,Brand,python course,Exact,Desktop,Australia,17917,326,1.82,3.08,1004.08,29,5523.83,GCLID_A9B803B6269A49EB,google,cpc,brand_search,ad_5,digital marketing,4
2026-06-17,126672,ABC Marketing,2558,Real Estate Leads,Search,6562,Search,bigquery tutorial,Phrase,Desktop,United States,10368,322,3.11,0.99,318.78,7,672.37,GCLID_99516D2D89694787,google,cpc,real_estate_leads,ad_7,gaming laptop,5
2026-02-07,861819,ABC Marketing,5125,Cyber Monday,Performance Max,6426,Shopping,cloud engineer,Broad,Tablet,United States,7827,327,4.19,3.08,1007.16,0,0.0,GCLID_02E470F6DA02403C,google,cpc,cyber_monday,ad_3,buy laptop,5
2026-03-03,662976,ABC Marketing,7945,Brand Search,Performance Max,5322,Performance,cloud engineer,Phrase,Mobile,India,10360,385,3.72,4.63,1782.55,16,3038.74,GCLID_D2BCF8D6B93E4013,google,cpc,brand_search,ad_3,gcp training,6
2026-05-01,417072,ABC Marketing,1848,Phone Launch,Performance Max,8987,Performance,credit card,Broad,Desktop,Australia,19434,1799,9.26,2.82,5073.18,109,37346.66,GCLID_CE5D745FBBCE40D7,google,cpc,phone_launch,ad_3,crm software,7
2026-04-05,995980,ABC Marketing,2196,Winter Sale,Search,9901,Brand,gaming laptop,Phrase,Desktop,Canada,1796,22,1.23,4.61,101.42,2,818.45,GCLID_93418C6EF96844A4,google,cpc,winter_sale,ad_3,python course,7
2026-06-20,657684,ABC Marketing,4397,Fashion Week,Display,8976,Performance,health insurance,Exact,Tablet,Singapore,6091,350,5.75,1.73,605.5,4,621.08,GCLID_FB7D0735D1E5489B,google,cpc,fashion_week,ad_9,python course,5
2026-05-11,704565,ABC Marketing,4124,Brand Search,Performance Max,6570,Brand,airflow course,Broad,Mobile,United Kingdom,7293,518,7.11,0.75,388.5,35,12001.83,GCLID_8E1D9F322ED74288,google,cpc,brand_search,ad_9,buy laptop,10
2026-04-27,910835,ABC Marketing,4784,Laptop Promotion,Search,9268,Video,gcp training,Phrase,Tablet,United States,1401,56,4.02,3.65,204.4,1,81.85,GCLID_E7E60BB1B2834D2A,google,cpc,laptop_promotion,ad_2,digital marketing,9
2026-03-05,427639,ABC Marketing,8660,Travel Deals,Search,7835,Search,gaming laptop,Phrase,Tablet,India,19059,1433,7.52,3.77,5402.41,48,13105.35,GCLID_D91DF248E1624D4C,google,cpc,travel_deals,ad_6,buy laptop,7
2026-03-30,578222,ABC Marketing,7191,Performance Max,Performance Max,8396,Display,crm software,Broad,Desktop,United Kingdom,18657,766,4.11,3.26,2497.16,51,23993.65,GCLID_1C426CEAF3D940E2,google,cpc,performance_max,ad_6,mobile phones,8
2026-04-02,391403,ABC Marketing,3806,Remarketing,Display,8037,Video,python course,Phrase,Desktop,United States,2490,192,7.72,4.56,875.52,17,7101.06,GCLID_12439DC5190741E8,google,cpc,remarketing,ad_4,digital marketing,3
2026-04-16,318281,ABC Marketing,6806,Insurance Campaign,Search,5815,Search,gcp training,Phrase,Mobile,Canada,10828,838,7.74,2.06,1726.28,12,2450.17,GCLID_8C0D0EC6CF514CF5,google,cpc,insurance_campaign,ad_4,gaming laptop,9
2026-03-27,869628,ABC Marketing,1498,Summer Sale,Shopping,5531,Shopping,insurance,Phrase,Desktop,United States,7616,412,5.42,2.08,856.96,38,5957.11,GCLID_082DF5652D4844C7,google,cpc,summer_sale,ad_3,health insurance,10
2026-06-23,280867,ABC Marketing,4546,Performance Max,Search,6146,Video,cheap mobile,Phrase,Desktop,Germany,16560,1599,9.66,2.67,4269.33,10,4429.41,GCLID_6217992952014A5A,google,cpc,performance_max,ad_10,airflow course,6
2026-02-05,960989,ABC Marketing,2966,Travel Deals,Search,6320,Shopping,digital marketing,Phrase,Tablet,Australia,11677,1330,11.39,1.83,2433.9,113,18065.96,GCLID_D879C33929E14955,google,cpc,travel_deals,ad_8,mobile phones,6
2026-01-27,116933,ABC Marketing,9766,Display Campaign,Performance Max,6326,Display,buy laptop,Phrase,Tablet,Germany,2404,47,1.96,3.41,160.27,1,200.45,GCLID_5857695D48EA4AC2,google,cpc,display_campaign,ad_10,mobile phones,7
2026-01-05,355280,ABC Marketing,7840,Healthcare Campaign,Shopping,9482,Remarketing,digital marketing,Broad,Tablet,India,963,12,1.29,4.51,54.12,0,0.0,GCLID_8CDC41EFE2514281,google,cpc,healthcare_campaign,ad_3,cheap mobile,5
2026-04-25,147753,ABC Marketing,3207,Spring Offers,Shopping,8462,Search,health insurance,Exact,Tablet,Australia,10079,184,1.83,1.54,283.36,17,4927.14,GCLID_F184F18968224E21,google,cpc,spring_offers,ad_4,credit card,4
2026-06-20,234594,ABC Marketing,1337,Performance Max,Shopping,6537,Brand,holiday packages,Exact,Mobile,Canada,9325,676,7.25,3.24,2190.24,1,145.87,GCLID_D4E62050E2C34E31,google,cpc,performance_max,ad_4,holiday packages,7
2026-01-06,408521,ABC Marketing,7473,Winter Sale,Search,5537,Search,airflow course,Phrase,Desktop,United States,4350,93,2.15,2.38,221.34,1,104.88,GCLID_C8A7E1CCC9EA4E44,google,cpc,winter_sale,ad_6,python course,8
2026-02-07,817889,ABC Marketing,3095,Education Campaign,Display,9888,Remarketing,health insurance,Exact,Mobile,United States,15016,1093,7.28,0.91,994.63,92,31797.18,GCLID_9334D4FDF9AE4E6F,google,cpc,education_campaign,ad_8,health insurance,4
2026-05-22,620950,ABC Marketing,8437,Insurance Campaign,Performance Max,8469,Shopping,digital marketing,Phrase,Mobile,Germany,17228,1690,9.81,3.38,5712.2,143,11240.58,GCLID_1008983C8A824DCB,google,cpc,insurance_campaign,ad_9,cloud engineer,10
2026-05-17,701631,ABC Marketing,4657,Spring Offers,Performance Max,6316,Search,holiday packages,Exact,Mobile,United States,2605,63,2.42,1.33,83.79,4,269.9,GCLID_9FCDEBA5C25C433C,google,cpc,spring_offers,ad_6,cheap mobile,7
2026-06-15,872322,ABC Marketing,8475,Spring Offers,Display,7298,Search,bigquery tutorial,Exact,Tablet,India,10555,502,4.76,2.86,1435.72,32,8780.29,GCLID_1E67204618524628,google,cpc,spring_offers,ad_10,airflow course,9
2026-03-31,607993,ABC Marketing,6226,Black Friday,Shopping,6578,Video,cheap mobile,Exact,Tablet,Canada,10313,929,9.01,0.41,380.89,80,12583.34,GCLID_5252D02F36904064,google,cpc,black_friday,ad_7,digital marketing,5
2026-02-18,904475,ABC Marketing,4859,Loan Promotion,Display,8670,Search,airflow course,Exact,Mobile,Canada,1180,58,4.98,1.68,97.44,2,127.99,GCLID_01ADA7339D2C4B38,google,cpc,loan_promotion,ad_7,insurance,8
2026-06-12,178332,ABC Marketing,6818,Electronics Festival,Display,8757,Video,airflow course,Phrase,Desktop,India,13878,1507,10.86,0.24,361.68,13,4667.68,GCLID_F646A45757174D4A,google,cpc,electronics_festival,ad_6,python course,8
2026-01-10,572043,ABC Marketing,9456,Mobile App Install,Performance Max,8735,Shopping,digital marketing,Exact,Tablet,United Kingdom,11128,1036,9.31,3.77,3905.72,34,16572.33,GCLID_F0119860D5B64F6B,google,cpc,mobile_app_install,ad_10,mobile phones,5
2026-01-10,577659,ABC Marketing,3291,Winter Sale,Search,7271,Search,crm software,Exact,Mobile,Australia,4537,531,11.72,4.44,2357.64,48,18811.99,GCLID_3EC50BC3F2A6460E,google,cpc,winter_sale,ad_2,cheap mobile,5
2026-05-18,826506,ABC Marketing,1255,Education Campaign,Shopping,5776,Search,digital marketing,Phrase,Tablet,Australia,9768,530,5.43,3.85,2040.5,23,5381.65,GCLID_48AFD02D3380401F,google,cpc,education_campaign,ad_2,bigquery tutorial,9
2026-03-16,415221,ABC Marketing,9152,Cyber Monday,Search,7119,Video,bigquery tutorial,Phrase,Mobile,India,8525,976,11.46,0.99,966.24,55,5595.76,GCLID_8E357C02266F47EC,google,cpc,cyber_monday,ad_1,cheap mobile,10
2026-04-29,914280,ABC Marketing,1770,Travel Deals,Shopping,7406,Display,crm software,Broad,Mobile,United States,15376,1469,9.56,1.42,2085.98,40,4422.87,GCLID_4BE990A184814FE3,google,cpc,travel_deals,ad_7,airflow course,9
2026-06-03,950694,ABC Marketing,1980,Remarketing,Display,5467,Remarketing,crm software,Broad,Tablet,India,17470,1263,7.23,3.45,4357.35,61,25086.83,GCLID_0DE35C2FBE9042B3,google,cpc,remarketing,ad_8,gcp training,5
2026-01-06,396233,ABC Marketing,9640,Electronics Festival,Search,5862,Brand,insurance,Broad,Desktop,United Kingdom,8656,470,5.44,3.24,1522.8,18,4350.64,GCLID_3BE6713DC4D84B75,google,cpc,electronics_festival,ad_5,insurance,5
2026-04-06,201604,ABC Marketing,9357,Phone Launch,Search,6360,Shopping,python course,Exact,Desktop,Germany,8208,157,1.92,1.6,251.2,11,2899.42,GCLID_08C002095A6E4654,google,cpc,phone_launch,ad_1,insurance,7
2026-04-01,499856,ABC Marketing,8684,Cyber Monday,Shopping,5232,Performance,crm software,Exact,Mobile,United States,8030,878,10.94,2.64,2317.92,25,5524.35,GCLID_127C09A844F74ADC,google,cpc,cyber_monday,ad_6,cheap mobile,5
2026-06-13,169689,ABC Marketing,2860,Black Friday,Search,6126,Search,health insurance,Broad,Mobile,India,6833,161,2.36,4.55,732.55,8,1292.25,GCLID_4AF11D3589ED4146,google,cpc,black_friday,ad_7,airflow course,6
2026-01-20,807680,ABC Marketing,6067,Brand Search,Shopping,6343,Brand,gaming laptop,Phrase,Mobile,Singapore,1828,175,9.62,2.11,369.25,4,1975.4,GCLID_2DB1FC3530A54C15,google,cpc,brand_search,ad_4,digital marketing,8
2026-01-31,229702,ABC Marketing,7706,Fashion Week,Search,7561,Brand,crm software,Exact,Tablet,Singapore,6659,477,7.17,3.75,1788.75,20,6499.99,GCLID_563CFAF082CF4A6C,google,cpc,fashion_week,ad_5,digital marketing,5
2026-03-22,319838,ABC Marketing,8185,Travel Deals,Shopping,9385,Display,health insurance,Exact,Desktop,Singapore,13636,1324,9.71,0.65,860.6,70,23696.4,GCLID_56527FB7B7D3479C,google,cpc,travel_deals,ad_6,buy laptop,4
2026-01-09,291860,ABC Marketing,4137,Mobile App Install,Display,6596,Remarketing,bigquery tutorial,Phrase,Tablet,United States,8937,926,10.37,3.28,3037.28,84,35403.04,GCLID_B5C7774C1B75409A,google,cpc,mobile_app_install,ad_9,buy laptop,6
2026-03-28,129379,ABC Marketing,9123,Summer Sale,Shopping,5373,Performance,cloud engineer,Exact,Tablet,United Kingdom,11020,1171,10.63,1.11,1299.81,66,5914.49,GCLID_1E48BE82343A45E0,google,cpc,summer_sale,ad_8,crm software,6
2026-04-02,289618,ABC Marketing,5595,Cyber Monday,Performance Max,9033,Shopping,cloud engineer,Phrase,Mobile,Germany,11919,458,3.85,4.39,2010.62,18,8268.95,GCLID_113F69A95A8940C7,google,cpc,cyber_monday,ad_10,health insurance,7
2026-01-13,555879,ABC Marketing,1142,Winter Sale,Performance Max,9655,Video,gaming laptop,Exact,Desktop,Australia,19344,715,3.7,1.82,1301.3,36,6621.95,GCLID_E7DE1618A1704BCD,google,cpc,winter_sale,ad_7,credit card,10
2026-06-01,338938,ABC Marketing,6761,Electronics Festival,Shopping,8111,Search,gcp training,Broad,Desktop,India,12032,1187,9.87,4.45,5282.15,63,3777.65,GCLID_F49E210AA46E4C95,google,cpc,electronics_festival,ad_5,buy laptop,10
2026-06-04,556197,ABC Marketing,1713,Performance Max,Search,8556,Search,gcp training,Exact,Desktop,United States,5249,549,10.46,1.54,845.46,22,9439.83,GCLID_CA7E34E8715845F0,google,cpc,performance_max,ad_5,cloud engineer,3
2026-06-21,932583,ABC Marketing,2706,Laptop Promotion,Performance Max,7430,Display,cheap mobile,Exact,Mobile,Germany,14529,1046,7.2,2.3,2405.8,17,1284.3,GCLID_95DB0A70FE4D40BF,google,cpc,laptop_promotion,ad_3,python course,3
2026-06-22,765448,ABC Marketing,9331,Display Campaign,Shopping,7190,Display,cloud engineer,Exact,Tablet,Canada,7673,708,9.24,5.39,3816.12,38,4555.53,GCLID_FCC6591B62E2415E,google,cpc,display_campaign,ad_4,health insurance,4
2026-03-28,937223,ABC Marketing,6018,Remarketing,Shopping,7900,Performance,cloud engineer,Exact,Tablet,India,16463,1236,7.51,1.6,1977.6,53,6783.22,GCLID_0A6B86429853454A,google,cpc,remarketing,ad_4,digital marketing,4
2026-01-28,654784,ABC Marketing,4745,Electronics Festival,Display,6188,Brand,holiday packages,Broad,Desktop,United States,16255,1432,8.81,1.73,2477.36,36,11515.16,GCLID_58F1DE890F444E49,google,cpc,electronics_festival,ad_4,health insurance,5
2026-06-20,390217,ABC Marketing,1662,Summer Sale,Shopping,8190,Remarketing,airflow course,Phrase,Desktop,India,15690,825,5.26,2.65,2186.25,34,4199.57,GCLID_B6D988BDEC824643,google,cpc,summer_sale,ad_7,insurance,4
2026-05-17,853358,ABC Marketing,3653,Cyber Monday,Search,8906,Performance,airflow course,Phrase,Tablet,Singapore,4122,478,11.61,2.06,984.68,8,1618.64,GCLID_E9B4AD18409D4F73,google,cpc,cyber_monday,ad_6,credit card,5
2026-03-11,291428,ABC Marketing,4379,Education Campaign,Display,7607,Brand,holiday packages,Broad,Desktop,Germany,14595,1398,9.58,4.97,6948.06,125,42179.75,GCLID_D4D063F381EA4F0D,google,cpc,education_campaign,ad_8,insurance,5
2026-02-17,183688,ABC Marketing,6647,Insurance Campaign,Search,5336,Search,credit card,Phrase,Desktop,Australia,14533,976,6.72,1.34,1307.84,53,13168.39,GCLID_A45F120FBE3A449F,google,cpc,insurance_campaign,ad_3,cheap mobile,7
2026-05-26,798858,ABC Marketing,7269,Phone Launch,Shopping,6774,Performance,cloud engineer,Broad,Mobile,Canada,6447,698,10.83,3.52,2456.96,66,17449.16,GCLID_E4348FCA172F4D20,google,cpc,phone_launch,ad_2,buy laptop,8
2026-05-23,575189,ABC Marketing,4636,Spring Offers,Search,9655,Remarketing,buy laptop,Phrase,Tablet,United States,6047,63,1.05,3.21,202.23,1,428.58,GCLID_F1DFD24447C2481E,google,cpc,spring_offers,ad_8,cloud engineer,6
2026-01-22,878123,ABC Marketing,6101,Remarketing,Shopping,5423,Performance,credit card,Exact,Tablet,Australia,3555,419,11.81,3.45,1445.55,12,4217.14,GCLID_F17DC38BAAFF4787,google,cpc,remarketing,ad_6,gcp training,3
2026-06-05,161648,ABC Marketing,8734,Summer Sale,Display,6415,Search,bigquery tutorial,Exact,Tablet,Australia,17319,457,2.64,3.08,1407.56,1,88.43,GCLID_B48FDF40A0BF41DA,google,cpc,summer_sale,ad_3,crm software,4
2026-02-16,357227,ABC Marketing,6297,Laptop Promotion,Performance Max,5309,Display,insurance,Broad,Desktop,Germany,17219,1279,7.43,4.19,5359.01,71,14024.89,GCLID_EA9138114C5743A5,google,cpc,laptop_promotion,ad_10,mobile phones,10
2026-01-08,307304,ABC Marketing,3741,Loan Promotion,Display,5112,Performance,mobile phones,Exact,Tablet,United Kingdom,11594,262,2.26,2.11,552.82,25,1887.73,GCLID_70D5C71E6DDA46C3,google,cpc,loan_promotion,ad_7,gaming laptop,3
2026-02-13,933927,ABC Marketing,5582,Summer Sale,Search,6810,Search,buy laptop,Phrase,Tablet,Singapore,19924,818,4.11,0.56,458.08,43,12720.12,GCLID_D2804CC6BC8B43C7,google,cpc,summer_sale,ad_8,airflow course,8
2026-03-28,105123,ABC Marketing,6550,Real Estate Leads,Search,7487,Remarketing,buy laptop,Phrase,Tablet,Germany,16997,1480,8.71,2.77,4099.6,87,39926.85,GCLID_2F9FD112EA1D45D9,google,cpc,real_estate_leads,ad_3,mobile phones,6
2026-04-25,286627,ABC Marketing,9219,Cyber Monday,Performance Max,7778,Search,bigquery tutorial,Broad,Mobile,Germany,12906,714,5.54,1.74,1242.36,50,18020.47,GCLID_DED140ED560E4EAE,google,cpc,cyber_monday,ad_1,holiday packages,6
2026-04-13,253340,ABC Marketing,2737,Remarketing,Performance Max,8162,Remarketing,airflow course,Broad,Mobile,United Kingdom,18235,723,3.97,3.71,2682.33,5,2207.09,GCLID_31E8F68DC080481C,google,cpc,remarketing,ad_10,mobile phones,7
2026-03-07,135140,ABC Marketing,8235,Electronics Festival,Performance Max,9617,Video,digital marketing,Exact,Mobile,United Kingdom,3593,204,5.68,4.86,991.44,12,2299.19,GCLID_CB4D9E83613F4E63,google,cpc,electronics_festival,ad_5,gcp training,4
2026-06-14,258582,ABC Marketing,8025,Electronics Festival,Shopping,5750,Video,cloud engineer,Exact,Desktop,Singapore,2919,46,1.6,3.62,166.52,3,931.74,GCLID_B6B29357E9C3492D,google,cpc,electronics_festival,ad_9,gcp training,8
2026-05-28,323096,ABC Marketing,2794,Remarketing,Performance Max,7178,Remarketing,airflow course,Exact,Tablet,United Kingdom,7198,431,6.0,0.48,206.88,10,4992.54,GCLID_20C2E6CC866C497F,google,cpc,remarketing,ad_5,insurance,10
2026-05-04,758784,ABC Marketing,4291,Winter Sale,Performance Max,7822,Search,crm software,Exact,Mobile,Canada,18010,208,1.16,2.53,526.24,9,2045.34,GCLID_E4E3EA6AF733433A,google,cpc,winter_sale,ad_10,credit card,9
2026-06-21,860494,ABC Marketing,3605,Display Campaign,Performance Max,6706,Remarketing,crm software,Phrase,Desktop,United States,19416,493,2.54,0.47,231.71,49,10480.74,GCLID_0893990EB3A440F5,google,cpc,display_campaign,ad_8,credit card,4
2026-04-28,791778,ABC Marketing,9289,Travel Deals,Shopping,9808,Search,python course,Broad,Desktop,Singapore,5156,535,10.38,0.23,123.05,35,6552.72,GCLID_8FE4AD87C54F41CF,google,cpc,travel_deals,ad_6,crm software,9
2026-05-06,950602,ABC Marketing,9809,Travel Deals,Display,8336,Brand,gcp training,Broad,Tablet,United States,12573,153,1.22,3.28,501.84,0,0.0,GCLID_A6BEEFF7994F4F21,google,cpc,travel_deals,ad_5,cheap mobile,6
2026-05-18,379935,ABC Marketing,8271,Fashion Week,Performance Max,5226,Brand,cloud engineer,Broad,Mobile,India,13392,632,4.72,1.2,758.4,41,2509.29,GCLID_EA7B15A62A254E86,google,cpc,fashion_week,ad_5,health insurance,4
2026-01-14,922014,ABC Marketing,5551,Winter Sale,Search,8999,Remarketing,mobile phones,Phrase,Desktop,Australia,9209,889,9.66,1.51,1342.39,56,16907.45,GCLID_45C2E0FAE81149C5,google,cpc,winter_sale,ad_2,airflow course,9
2026-01-21,475167,ABC Marketing,8831,Brand Search,Performance Max,7466,Performance,buy laptop,Exact,Mobile,Canada,7910,517,6.54,3.92,2026.64,27,13162.66,GCLID_89E1CCF08A024379,google,cpc,brand_search,ad_9,health insurance,9
2026-03-20,170326,ABC Marketing,5490,Education Campaign,Display,9006,Video,python course,Broad,Tablet,India,4095,276,6.76,1.74,480.24,17,2767.8,GCLID_FFC93535D4324AF8,google,cpc,education_campaign,ad_10,bigquery tutorial,10
2026-06-12,268855,ABC Marketing,3234,Spring Offers,Display,6792,Video,gaming laptop,Exact,Tablet,Germany,5772,323,5.6,3.96,1279.08,11,4595.08,GCLID_70D8C14767A8461B,google,cpc,spring_offers,ad_3,cheap mobile,8
2026-02-24,245345,ABC Marketing,1110,Black Friday,Shopping,7237,Video,holiday packages,Phrase,Mobile,Australia,18554,1788,9.64,0.28,500.64,178,82885.26,GCLID_A24732D41B684BEE,google,cpc,black_friday,ad_8,cheap mobile,8
2026-01-02,411113,ABC Marketing,6171,Phone Launch,Performance Max,9489,Video,gaming laptop,Broad,Tablet,India,8813,195,2.22,5.24,1021.8,12,5416.49,GCLID_27CB3E5F88C7416C,google,cpc,phone_launch,ad_7,airflow course,7
2026-04-06,956080,ABC Marketing,8763,Phone Launch,Performance Max,8152,Shopping,gaming laptop,Phrase,Mobile,Australia,12243,714,5.84,2.32,1656.48,57,4052.19,GCLID_68183C718EE24A45,google,cpc,phone_launch,ad_6,credit card,3
2026-04-22,425951,ABC Marketing,6399,Insurance Campaign,Shopping,6515,Search,cloud engineer,Phrase,Desktop,Canada,16488,1381,8.38,5.12,7070.72,35,10778.31,GCLID_E9AFDE3571D84326,google,cpc,insurance_campaign,ad_9,bigquery tutorial,10
2026-04-30,478108,ABC Marketing,5900,Cyber Monday,Shopping,6161,Display,buy laptop,Phrase,Desktop,Singapore,17441,432,2.48,3.16,1365.12,31,11312.65,GCLID_1418D85275D645C3,google,cpc,cyber_monday,ad_6,digital marketing,3
2026-06-23,343436,ABC Marketing,9621,Electronics Festival,Performance Max,7257,Search,buy laptop,Phrase,Mobile,United States,13671,1475,10.79,1.1,1622.5,137,25671.12,GCLID_B960F49F16474500,google,cpc,electronics_festival,ad_7,insurance,3
2026-01-15,303403,ABC Marketing,2457,Display Campaign,Display,9642,Performance,mobile phones,Broad,Desktop,Germany,8152,226,2.78,4.79,1082.54,8,471.35,GCLID_3E608786D30B4B5D,google,cpc,display_campaign,ad_2,cheap mobile,4
2026-05-09,657608,ABC Marketing,6298,Remarketing,Shopping,9284,Shopping,python course,Phrase,Desktop,Singapore,16756,651,3.89,0.31,201.81,45,8113.38,GCLID_899EA8BE7DB94F8A,google,cpc,remarketing,ad_3,gcp training,9
2026-04-28,365238,ABC Marketing,6676,Loan Promotion,Performance Max,9286,Display,python course,Broad,Mobile,United Kingdom,3519,168,4.78,1.67,280.56,13,5796.22,GCLID_354E2AAFB9CC471A,google,cpc,loan_promotion,ad_4,airflow course,10
2026-06-08,553012,ABC Marketing,5054,Fashion Week,Display,9445,Brand,crm software,Exact,Mobile,Singapore,3016,247,8.22,1.94,479.18,12,5380.22,GCLID_746F6F84BB0247B1,google,cpc,fashion_week,ad_9,health insurance,7
2026-06-24,505877,ABC Marketing,1752,Travel Deals,Search,9915,Video,digital marketing,Exact,Desktop,Germany,2337,142,6.1,3.03,430.26,2,840.01,GCLID_F72E42E6AC69494A,google,cpc,travel_deals,ad_7,credit card,7
2026-06-30,276287,ABC Marketing,4210,Fashion Week,Performance Max,9396,Remarketing,credit card,Phrase,Tablet,Germany,14012,1580,11.28,1.82,2875.6,120,25541.93,GCLID_8B5D66ABFEE74E1A,google,cpc,fashion_week,ad_2,cloud engineer,10
