date,account_id,account_name,campaign_id,campaign_name,campaign_type,ad_set_id,ad_set_name,placement,device,country,impressions,clicks,ctr,cpc,spend,conversions,conversion_value,fbclid,utm_source,utm_medium,utm_campaign,age_group,gender
2026-05-02,200001,ABC Meta,5380,Video Views,Meta,6380,AdSet12,Stories,Desktop,Canada,18879,1187,6.29,1.75,2077.25,90,27084.0,FBCLID_00002380,meta,paid_social,video_views,18-24,Male
2026-02-17,200001,ABC Meta,5381,Festival Offers,Meta,6381,AdSet20,Instagram Feed,Mobile,USA,7920,124,1.57,0.83,102.92,3,1040.51,FBCLID_00002381,meta,paid_social,festival_offers,35-44,All
2026-01-18,200001,ABC Meta,5382,Festival Offers,Meta,6382,AdSet3,Stories,Desktop,UK,11806,242,2.05,3.46,837.32,17,985.42,FBCLID_00002382,meta,paid_social,festival_offers,35-44,All
2026-04-04,200001,ABC Meta,5383,Lead Gen,Meta,6383,AdSet18,Instagram Feed,Desktop,UK,730,39,5.47,2.78,108.42,3,827.0,FBCLID_00002383,meta,paid_social,lead_gen,45-54,Female
2026-02-28,200001,ABC Meta,5384,Brand Awareness,Meta,6384,AdSet20,Reels,Mobile,UK,4450,277,6.23,4.0,1108.0,22,2850.19,FBCLID_00002384,meta,paid_social,brand_awareness,45-54,Male
2026-04-11,200001,ABC Meta,5385,Lead Gen,Meta,6385,AdSet15,Reels,Mobile,UK,4240,159,3.77,3.62,575.58,4,647.8,FBCLID_00002385,meta,paid_social,lead_gen,25-34,Male
2026-05-08,200001,ABC Meta,5386,App Install,Meta,6386,AdSet11,Stories,Desktop,India,8445,640,7.59,3.61,2310.4,58,22536.79,FBCLID_00002386,meta,paid_social,app_install,18-24,All
2026-05-20,200001,ABC Meta,5387,Lead Gen,Meta,6387,AdSet3,Reels,Desktop,UK,394,38,9.71,4.2,159.6,2,520.99,FBCLID_00002387,meta,paid_social,lead_gen,18-24,Male
2026-06-10,200001,ABC Meta,5388,Retargeting,Meta,6388,AdSet8,Stories,Mobile,India,2259,182,8.06,1.8,327.6,2,764.49,FBCLID_00002388,meta,paid_social,retargeting,35-44,Female
2026-04-20,200001,ABC Meta,5389,App Install,Meta,6389,AdSet7,Facebook Feed,Desktop,Canada,19545,1325,6.78,0.79,1046.75,80,7239.17,FBCLID_00002389,meta,paid_social,app_install,45-54,Female
2026-01-26,200001,ABC Meta,5390,Lead Gen,Meta,6390,AdSet11,Stories,Mobile,UK,10217,940,9.21,3.41,3205.4,66,20260.83,FBCLID_00002390,meta,paid_social,lead_gen,25-34,Female
2026-02-27,200001,ABC Meta,5391,Brand Awareness,Meta,6391,AdSet18,Facebook Feed,Mobile,Canada,2035,171,8.43,1.51,258.21,1,268.41,FBCLID_00002391,meta,paid_social,brand_awareness,35-44,Female
2026-06-06,200001,ABC Meta,5392,Festival Offers,Meta,6392,AdSet14,Facebook Feed,Desktop,Canada,12431,610,4.91,4.02,2452.2,23,8581.9,FBCLID_00002392,meta,paid_social,festival_offers,45-54,All
2026-01-01,200001,ABC Meta,5393,Festival Offers,Meta,6393,AdSet5,Instagram Feed,Mobile,India,3014,206,6.86,3.84,791.04,18,6742.98,FBCLID_00002393,meta,paid_social,festival_offers,35-44,Male
2026-05-20,200001,ABC Meta,5394,Festival Offers,Meta,6394,AdSet7,Instagram Feed,Mobile,India,2661,139,5.24,3.52,489.28,5,1065.7,FBCLID_00002394,meta,paid_social,festival_offers,45-54,Female
2026-02-04,200001,ABC Meta,5395,Festival Offers,Meta,6395,AdSet12,Stories,Mobile,USA,9492,740,7.8,3.02,2234.8,9,1667.97,FBCLID_00002395,meta,paid_social,festival_offers,35-44,All
2026-05-22,200001,ABC Meta,5396,Festival Offers,Meta,6396,AdSet14,Instagram Feed,Desktop,UK,804,54,6.84,0.6,32.4,2,711.67,FBCLID_00002396,meta,paid_social,festival_offers,18-24,Female
2026-03-06,200001,ABC Meta,5397,Lead Gen,Meta,6397,AdSet18,Facebook Feed,Desktop,Canada,15321,1483,9.68,3.78,5605.74,146,34455.4,FBCLID_00002397,meta,paid_social,lead_gen,25-34,All
2026-02-13,200001,ABC Meta,5398,Lead Gen,Meta,6398,AdSet7,Reels,Desktop,USA,4889,146,3.0,3.49,509.54,13,4501.54,FBCLID_00002398,meta,paid_social,lead_gen,45-54,Female
2026-02-23,200001,ABC Meta,5399,Video Views,Meta,6399,AdSet17,Facebook Feed,Desktop,India,11925,751,6.3,2.26,1697.26,3,618.15,FBCLID_00002399,meta,paid_social,video_views,25-34,All
2026-02-20,200001,ABC Meta,5400,Festival Offers,Meta,6400,AdSet8,Instagram Feed,Desktop,USA,3165,59,1.88,4.27,251.93,4,511.73,FBCLID_00002400,meta,paid_social,festival_offers,25-34,Male
2026-05-30,200001,ABC Meta,5401,Festival Offers,Meta,6401,AdSet17,Instagram Feed,Mobile,India,4917,268,5.47,0.93,249.24,23,3314.76,FBCLID_00002401,meta,paid_social,festival_offers,18-24,All
2026-05-17,200001,ABC Meta,5402,Retargeting,Meta,6402,AdSet14,Stories,Mobile,USA,6857,592,8.64,1.48,876.16,18,4510.07,FBCLID_00002402,meta,paid_social,retargeting,25-34,Female
2026-03-08,200001,ABC Meta,5403,Festival Offers,Meta,6403,AdSet17,Facebook Feed,Desktop,UK,16227,309,1.91,0.99,305.91,29,4233.08,FBCLID_00002403,meta,paid_social,festival_offers,25-34,Female
2026-05-17,200001,ABC Meta,5404,Lead Gen,Meta,6404,AdSet19,Instagram Feed,Desktop,Canada,5547,553,9.97,4.19,2317.07,47,3360.34,FBCLID_00002404,meta,paid_social,lead_gen,18-24,Male
2026-01-15,200001,ABC Meta,5405,Video Views,Meta,6405,AdSet11,Facebook Feed,Desktop,Canada,13695,828,6.05,1.25,1035.0,21,2268.36,FBCLID_00002405,meta,paid_social,video_views,18-24,Female
2026-01-20,200001,ABC Meta,5406,Lead Gen,Meta,6406,AdSet9,Stories,Mobile,UK,16534,548,3.32,3.5,1918.0,42,9436.88,FBCLID_00002406,meta,paid_social,lead_gen,18-24,Female
2026-04-27,200001,ABC Meta,5407,Lead Gen,Meta,6407,AdSet10,Reels,Mobile,India,10618,494,4.66,0.91,449.54,1,290.5,FBCLID_00002407,meta,paid_social,lead_gen,18-24,Female
2026-05-11,200001,ABC Meta,5408,Retargeting,Meta,6408,AdSet20,Instagram Feed,Mobile,India,16212,1011,6.24,0.37,374.07,10,3937.6,FBCLID_00002408,meta,paid_social,retargeting,25-34,Male
2026-02-04,200001,ABC Meta,5409,Lead Gen,Meta,6409,AdSet8,Instagram Feed,Mobile,UK,15146,234,1.55,0.88,205.92,8,2718.79,FBCLID_00002409,meta,paid_social,lead_gen,25-34,Female
2026-02-24,200001,ABC Meta,5410,Retargeting,Meta,6410,AdSet7,Facebook Feed,Mobile,UK,18870,266,1.41,1.83,486.78,1,170.26,FBCLID_00002410,meta,paid_social,retargeting,45-54,Male
2026-01-09,200001,ABC Meta,5411,Festival Offers,Meta,6411,AdSet19,Instagram Feed,Mobile,India,1941,47,2.46,2.45,115.15,2,100.62,FBCLID_00002411,meta,paid_social,festival_offers,35-44,All
2026-05-24,200001,ABC Meta,5412,App Install,Meta,6412,AdSet2,Stories,Mobile,UK,14370,1023,7.12,3.46,3539.58,58,20641.64,FBCLID_00002412,meta,paid_social,app_install,18-24,All
2026-01-13,200001,ABC Meta,5413,Lead Gen,Meta,6413,AdSet7,Stories,Desktop,India,14640,1055,7.21,1.07,1128.85,20,2742.74,FBCLID_00002413,meta,paid_social,lead_gen,35-44,Male
2026-04-28,200001,ABC Meta,5414,Video Views,Meta,6414,AdSet12,Reels,Desktop,Canada,15693,1362,8.68,3.25,4426.5,105,5296.2,FBCLID_00002414,meta,paid_social,video_views,25-34,Male
2026-03-05,200001,ABC Meta,5415,Festival Offers,Meta,6415,AdSet15,Instagram Feed,Mobile,USA,3199,132,4.14,2.0,264.0,2,608.43,FBCLID_00002415,meta,paid_social,festival_offers,45-54,Female
2026-02-13,200001,ABC Meta,5416,Video Views,Meta,6416,AdSet13,Instagram Feed,Mobile,India,4999,218,4.37,3.81,830.58,1,273.43,FBCLID_00002416,meta,paid_social,video_views,18-24,All
2026-03-15,200001,ABC Meta,5417,Festival Offers,Meta,6417,AdSet9,Reels,Desktop,USA,10715,1051,9.81,1.5,1576.5,32,11823.88,FBCLID_00002417,meta,paid_social,festival_offers,25-34,Female
2026-02-28,200001,ABC Meta,5418,App Install,Meta,6418,AdSet4,Stories,Mobile,USA,14177,1274,8.99,4.45,5669.3,100,17229.15,FBCLID_00002418,meta,paid_social,app_install,18-24,Female
2026-03-19,200001,ABC Meta,5419,Lead Gen,Meta,6419,AdSet9,Reels,Mobile,USA,12386,1013,8.18,4.46,4517.98,44,14300.72,FBCLID_00002419,meta,paid_social,lead_gen,18-24,Male
2026-05-09,200001,ABC Meta,5420,Brand Awareness,Meta,6420,AdSet19,Instagram Feed,Mobile,India,7576,679,8.97,3.21,2179.59,62,12792.27,FBCLID_00002420,meta,paid_social,brand_awareness,35-44,Male
2026-01-26,200001,ABC Meta,5421,Video Views,Meta,6421,AdSet15,Stories,Mobile,UK,9789,353,3.61,4.11,1450.83,29,4695.26,FBCLID_00002421,meta,paid_social,video_views,45-54,Female
2026-02-06,200001,ABC Meta,5422,Brand Awareness,Meta,6422,AdSet13,Facebook Feed,Mobile,India,5917,187,3.17,1.25,233.75,12,1732.75,FBCLID_00002422,meta,paid_social,brand_awareness,25-34,Male
2026-05-03,200001,ABC Meta,5423,Retargeting,Meta,6423,AdSet9,Instagram Feed,Desktop,India,6415,171,2.68,2.21,377.91,17,6429.85,FBCLID_00002423,meta,paid_social,retargeting,45-54,Female
2026-04-22,200001,ABC Meta,5424,Lead Gen,Meta,6424,AdSet15,Facebook Feed,Mobile,USA,14807,494,3.34,2.17,1071.98,36,9668.09,FBCLID_00002424,meta,paid_social,lead_gen,35-44,Male
2026-03-20,200001,ABC Meta,5425,Lead Gen,Meta,6425,AdSet6,Reels,Mobile,India,11899,617,5.19,3.31,2042.27,32,2108.46,FBCLID_00002425,meta,paid_social,lead_gen,35-44,All
2026-05-02,200001,ABC Meta,5426,App Install,Meta,6426,AdSet5,Reels,Mobile,Canada,17505,1013,5.79,2.48,2512.24,65,23509.89,FBCLID_00002426,meta,paid_social,app_install,35-44,Female
2026-01-07,200001,ABC Meta,5427,Festival Offers,Meta,6427,AdSet19,Instagram Feed,Mobile,India,13452,711,5.29,1.92,1365.12,37,10627.1,FBCLID_00002427,meta,paid_social,festival_offers,25-34,Female
2026-02-24,200001,ABC Meta,5428,App Install,Meta,6428,AdSet9,Reels,Mobile,USA,13427,126,0.94,0.63,79.38,11,1173.52,FBCLID_00002428,meta,paid_social,app_install,35-44,Male
2026-06-03,200001,ABC Meta,5429,Brand Awareness,Meta,6429,AdSet1,Reels,Desktop,USA,9398,390,4.15,3.23,1259.7,8,1110.19,FBCLID_00002429,meta,paid_social,brand_awareness,18-24,Male
2026-06-16,200001,ABC Meta,5430,Lead Gen,Meta,6430,AdSet15,Facebook Feed,Desktop,USA,15105,205,1.36,0.61,125.05,3,688.89,FBCLID_00002430,meta,paid_social,lead_gen,18-24,All
2026-02-10,200001,ABC Meta,5431,Lead Gen,Meta,6431,AdSet16,Instagram Feed,Mobile,Canada,1867,148,7.94,4.18,618.64,0,0.0,FBCLID_00002431,meta,paid_social,lead_gen,35-44,Male
2026-05-30,200001,ABC Meta,5432,Lead Gen,Meta,6432,AdSet10,Facebook Feed,Mobile,India,14071,1101,7.83,2.62,2884.62,5,526.14,FBCLID_00002432,meta,paid_social,lead_gen,45-54,Female
2026-03-28,200001,ABC Meta,5433,Festival Offers,Meta,6433,AdSet4,Reels,Desktop,USA,8391,73,0.87,2.17,158.41,0,0.0,FBCLID_00002433,meta,paid_social,festival_offers,18-24,All
2026-04-15,200001,ABC Meta,5434,Retargeting,Meta,6434,AdSet18,Facebook Feed,Mobile,India,10500,361,3.44,0.53,191.33,16,1375.41,FBCLID_00002434,meta,paid_social,retargeting,18-24,All
2026-06-03,200001,ABC Meta,5435,App Install,Meta,6435,AdSet19,Facebook Feed,Mobile,Canada,7435,95,1.29,2.45,232.75,6,727.6,FBCLID_00002435,meta,paid_social,app_install,45-54,Male
2026-04-21,200001,ABC Meta,5436,Brand Awareness,Meta,6436,AdSet5,Instagram Feed,Mobile,UK,7216,558,7.74,3.5,1953.0,50,12593.08,FBCLID_00002436,meta,paid_social,brand_awareness,45-54,Female
2026-01-03,200001,ABC Meta,5437,Retargeting,Meta,6437,AdSet18,Facebook Feed,Mobile,India,5207,316,6.07,2.63,831.08,31,7066.78,FBCLID_00002437,meta,paid_social,retargeting,35-44,All
2026-03-17,200001,ABC Meta,5438,App Install,Meta,6438,AdSet15,Facebook Feed,Desktop,USA,5862,247,4.22,1.52,375.44,13,2761.86,FBCLID_00002438,meta,paid_social,app_install,18-24,Male
2026-05-15,200001,ABC Meta,5439,App Install,Meta,6439,AdSet15,Reels,Desktop,USA,14981,1228,8.2,1.25,1535.0,99,31866.31,FBCLID_00002439,meta,paid_social,app_install,35-44,Female
2026-02-09,200001,ABC Meta,5440,Retargeting,Meta,6440,AdSet13,Stories,Desktop,UK,15620,1316,8.43,1.48,1947.68,20,5942.27,FBCLID_00002440,meta,paid_social,retargeting,45-54,Male
2026-01-05,200001,ABC Meta,5441,Lead Gen,Meta,6441,AdSet17,Reels,Mobile,UK,2494,172,6.9,1.51,259.72,14,4594.93,FBCLID_00002441,meta,paid_social,lead_gen,18-24,Female
2026-04-11,200001,ABC Meta,5442,App Install,Meta,6442,AdSet7,Instagram Feed,Desktop,UK,12116,856,7.07,3.92,3355.52,10,1202.09,FBCLID_00002442,meta,paid_social,app_install,35-44,All
2026-02-04,200001,ABC Meta,5443,Video Views,Meta,6443,AdSet13,Instagram Feed,Mobile,Canada,15835,663,4.19,0.17,112.71,47,17163.94,FBCLID_00002443,meta,paid_social,video_views,35-44,Male
2026-01-23,200001,ABC Meta,5444,Festival Offers,Meta,6444,AdSet8,Stories,Mobile,UK,957,60,6.27,0.77,46.2,6,1299.62,FBCLID_00002444,meta,paid_social,festival_offers,45-54,All
2026-02-04,200001,ABC Meta,5445,Festival Offers,Meta,6445,AdSet20,Reels,Mobile,UK,5403,280,5.2,0.72,201.6,15,5103.85,FBCLID_00002445,meta,paid_social,festival_offers,25-34,All
2026-02-26,200001,ABC Meta,5446,Video Views,Meta,6446,AdSet20,Reels,Desktop,UK,5364,113,2.12,0.26,29.38,7,1464.84,FBCLID_00002446,meta,paid_social,video_views,25-34,Female
2026-05-07,200001,ABC Meta,5447,Video Views,Meta,6447,AdSet20,Instagram Feed,Desktop,USA,3835,373,9.73,1.94,723.62,37,6306.62,FBCLID_00002447,meta,paid_social,video_views,35-44,All
2026-06-17,200001,ABC Meta,5448,Retargeting,Meta,6448,AdSet12,Stories,Mobile,USA,18171,781,4.3,0.5,390.5,60,18451.71,FBCLID_00002448,meta,paid_social,retargeting,45-54,Male
2026-05-19,200001,ABC Meta,5449,App Install,Meta,6449,AdSet1,Reels,Mobile,UK,9796,460,4.7,1.29,593.4,7,1651.02,FBCLID_00002449,meta,paid_social,app_install,18-24,Female
2026-03-15,200001,ABC Meta,5450,App Install,Meta,6450,AdSet4,Stories,Desktop,Canada,13370,302,2.26,3.0,906.0,30,5395.03,FBCLID_00002450,meta,paid_social,app_install,18-24,All
2026-01-06,200001,ABC Meta,5451,Festival Offers,Meta,6451,AdSet15,Stories,Desktop,USA,3475,203,5.86,1.12,227.36,19,5380.5,FBCLID_00002451,meta,paid_social,festival_offers,18-24,Female
2026-04-02,200001,ABC Meta,5452,Retargeting,Meta,6452,AdSet18,Instagram Feed,Mobile,Canada,6688,143,2.15,2.91,416.13,1,131.28,FBCLID_00002452,meta,paid_social,retargeting,35-44,Male
2026-06-20,200001,ABC Meta,5453,Video Views,Meta,6453,AdSet2,Stories,Desktop,UK,8923,334,3.75,1.39,464.26,1,373.08,FBCLID_00002453,meta,paid_social,video_views,18-24,Male
2026-03-19,200001,ABC Meta,5454,Retargeting,Meta,6454,AdSet20,Stories,Mobile,Canada,15586,936,6.01,0.46,430.56,77,4538.16,FBCLID_00002454,meta,paid_social,retargeting,35-44,All
2026-03-25,200001,ABC Meta,5455,Lead Gen,Meta,6455,AdSet10,Stories,Desktop,USA,9137,542,5.94,3.58,1940.36,7,1262.76,FBCLID_00002455,meta,paid_social,lead_gen,35-44,All
2026-03-29,200001,ABC Meta,5456,Festival Offers,Meta,6456,AdSet11,Reels,Mobile,USA,13858,1076,7.77,0.91,979.16,81,6136.2,FBCLID_00002456,meta,paid_social,festival_offers,35-44,Female
2026-05-01,200001,ABC Meta,5457,App Install,Meta,6457,AdSet18,Facebook Feed,Mobile,Canada,6607,442,6.7,3.44,1520.48,8,763.66,FBCLID_00002457,meta,paid_social,app_install,25-34,All
2026-02-10,200001,ABC Meta,5458,Lead Gen,Meta,6458,AdSet7,Instagram Feed,Mobile,UK,18980,332,1.75,1.67,554.44,32,8223.83,FBCLID_00002458,meta,paid_social,lead_gen,45-54,All
2026-03-15,200001,ABC Meta,5459,Video Views,Meta,6459,AdSet13,Reels,Desktop,USA,12742,875,6.87,3.84,3360.0,7,1853.5,FBCLID_00002459,meta,paid_social,video_views,25-34,Male
2026-06-19,200001,ABC Meta,5460,Retargeting,Meta,6460,AdSet18,Stories,Desktop,Canada,14102,270,1.92,0.44,118.8,1,237.46,FBCLID_00002460,meta,paid_social,retargeting,35-44,Female
2026-01-02,200001,ABC Meta,5461,Retargeting,Meta,6461,AdSet15,Facebook Feed,Mobile,India,17510,1561,8.92,2.27,3543.47,85,9538.42,FBCLID_00002461,meta,paid_social,retargeting,35-44,All
2026-02-20,200001,ABC Meta,5462,Lead Gen,Meta,6462,AdSet10,Reels,Desktop,USA,1392,80,5.79,3.45,276.0,3,665.36,FBCLID_00002462,meta,paid_social,lead_gen,35-44,All
2026-01-16,200001,ABC Meta,5463,Festival Offers,Meta,6463,AdSet16,Facebook Feed,Mobile,Canada,12148,460,3.79,2.12,975.2,43,3294.52,FBCLID_00002463,meta,paid_social,festival_offers,18-24,All
2026-06-05,200001,ABC Meta,5464,Brand Awareness,Meta,6464,AdSet10,Reels,Desktop,Canada,9159,881,9.62,4.39,3867.59,55,9772.68,FBCLID_00002464,meta,paid_social,brand_awareness,18-24,All
2026-01-06,200001,ABC Meta,5465,Festival Offers,Meta,6465,AdSet3,Instagram Feed,Mobile,UK,19168,1472,7.68,4.04,5946.88,55,19792.36,FBCLID_00002465,meta,paid_social,festival_offers,18-24,Female
2026-05-24,200001,ABC Meta,5466,Brand Awareness,Meta,6466,AdSet7,Instagram Feed,Desktop,India,11124,391,3.52,3.95,1544.45,5,285.34,FBCLID_00002466,meta,paid_social,brand_awareness,25-34,Female
2026-05-15,200001,ABC Meta,5467,App Install,Meta,6467,AdSet20,Facebook Feed,Desktop,India,13950,488,3.5,1.79,873.52,18,4727.95,FBCLID_00002467,meta,paid_social,app_install,25-34,Female
2026-01-21,200001,ABC Meta,5468,Retargeting,Meta,6468,AdSet7,Stories,Mobile,Canada,3123,53,1.72,0.2,10.6,2,427.7,FBCLID_00002468,meta,paid_social,retargeting,45-54,All
2026-06-18,200001,ABC Meta,5469,Brand Awareness,Meta,6469,AdSet16,Instagram Feed,Mobile,UK,15728,806,5.13,4.41,3554.46,23,8489.33,FBCLID_00002469,meta,paid_social,brand_awareness,25-34,Female
2026-06-26,200001,ABC Meta,5470,Festival Offers,Meta,6470,AdSet4,Stories,Mobile,USA,13493,1111,8.24,0.59,655.49,49,13567.97,FBCLID_00002470,meta,paid_social,festival_offers,45-54,All
2026-04-30,200001,ABC Meta,5471,App Install,Meta,6471,AdSet18,Instagram Feed,Mobile,USA,3064,183,5.99,2.4,439.2,7,1418.99,FBCLID_00002471,meta,paid_social,app_install,45-54,All
2026-04-12,200001,ABC Meta,5472,Brand Awareness,Meta,6472,AdSet2,Instagram Feed,Desktop,India,13514,1105,8.18,2.11,2331.55,30,6573.02,FBCLID_00002472,meta,paid_social,brand_awareness,25-34,All
2026-04-25,200001,ABC Meta,5473,Retargeting,Meta,6473,AdSet15,Instagram Feed,Mobile,Canada,13918,122,0.88,4.02,490.44,10,3876.06,FBCLID_00002473,meta,paid_social,retargeting,35-44,Male
2026-06-01,200001,ABC Meta,5474,Brand Awareness,Meta,6474,AdSet12,Facebook Feed,Desktop,UK,17281,1144,6.62,2.4,2745.6,98,33642.79,FBCLID_00002474,meta,paid_social,brand_awareness,18-24,Female
2026-06-12,200001,ABC Meta,5475,Brand Awareness,Meta,6475,AdSet15,Facebook Feed,Mobile,UK,16708,198,1.19,2.58,510.84,15,4685.71,FBCLID_00002475,meta,paid_social,brand_awareness,25-34,Female
2026-04-30,200001,ABC Meta,5476,Video Views,Meta,6476,AdSet16,Reels,Mobile,India,11824,293,2.48,3.79,1110.47,8,441.96,FBCLID_00002476,meta,paid_social,video_views,25-34,Male
2026-05-20,200001,ABC Meta,5477,Festival Offers,Meta,6477,AdSet1,Instagram Feed,Mobile,Canada,19425,339,1.75,4.37,1481.43,13,2843.79,FBCLID_00002477,meta,paid_social,festival_offers,18-24,All
2026-01-13,200001,ABC Meta,5478,Video Views,Meta,6478,AdSet19,Facebook Feed,Mobile,Canada,3251,256,7.9,2.72,696.32,3,734.96,FBCLID_00002478,meta,paid_social,video_views,45-54,Female
2026-02-03,200001,ABC Meta,5479,Lead Gen,Meta,6479,AdSet6,Stories,Mobile,Canada,7987,491,6.15,3.76,1846.16,20,6779.12,FBCLID_00002479,meta,paid_social,lead_gen,25-34,Female
2026-04-21,200001,ABC Meta,5480,Video Views,Meta,6480,AdSet19,Reels,Mobile,UK,2756,205,7.46,3.26,668.3,13,3458.76,FBCLID_00002480,meta,paid_social,video_views,18-24,All
2026-02-01,200001,ABC Meta,5481,App Install,Meta,6481,AdSet20,Facebook Feed,Desktop,Canada,18570,1214,6.54,3.17,3848.38,81,18165.03,FBCLID_00002481,meta,paid_social,app_install,18-24,All
2026-04-28,200001,ABC Meta,5482,App Install,Meta,6482,AdSet7,Stories,Desktop,India,8376,371,4.44,3.42,1268.82,35,7363.7,FBCLID_00002482,meta,paid_social,app_install,18-24,Female
2026-06-03,200001,ABC Meta,5483,Retargeting,Meta,6483,AdSet19,Instagram Feed,Mobile,India,17194,412,2.4,0.64,263.68,31,4264.53,FBCLID_00002483,meta,paid_social,retargeting,35-44,All
2026-02-16,200001,ABC Meta,5484,Brand Awareness,Meta,6484,AdSet10,Stories,Mobile,Canada,17543,956,5.45,1.1,1051.6,31,9553.87,FBCLID_00002484,meta,paid_social,brand_awareness,18-24,Female
2026-04-29,200001,ABC Meta,5485,Retargeting,Meta,6485,AdSet20,Reels,Mobile,India,17323,989,5.71,4.18,4134.02,85,23700.45,FBCLID_00002485,meta,paid_social,retargeting,45-54,Female
2026-05-12,200001,ABC Meta,5486,App Install,Meta,6486,AdSet1,Facebook Feed,Mobile,Canada,15861,1324,8.35,2.57,3402.68,111,34557.7,FBCLID_00002486,meta,paid_social,app_install,18-24,All
2026-04-24,200001,ABC Meta,5487,Video Views,Meta,6487,AdSet10,Reels,Mobile,India,212,10,5.03,0.31,3.1,0,0.0,FBCLID_00002487,meta,paid_social,video_views,35-44,Male
2026-03-05,200001,ABC Meta,5488,App Install,Meta,6488,AdSet10,Instagram Feed,Desktop,India,14335,1244,8.68,1.82,2264.08,84,11376.18,FBCLID_00002488,meta,paid_social,app_install,18-24,Male
2026-02-13,200001,ABC Meta,5489,Retargeting,Meta,6489,AdSet1,Instagram Feed,Mobile,USA,1837,30,1.64,1.37,41.1,0,0.0,FBCLID_00002489,meta,paid_social,retargeting,45-54,Male
2026-03-15,200001,ABC Meta,5490,Retargeting,Meta,6490,AdSet2,Reels,Desktop,UK,13275,1198,9.03,0.49,587.02,1,187.23,FBCLID_00002490,meta,paid_social,retargeting,45-54,Male
2026-03-04,200001,ABC Meta,5491,Lead Gen,Meta,6491,AdSet16,Stories,Desktop,Canada,354,23,6.77,2.72,62.56,0,0.0,FBCLID_00002491,meta,paid_social,lead_gen,18-24,Female
2026-06-27,200001,ABC Meta,5492,Retargeting,Meta,6492,AdSet5,Facebook Feed,Desktop,UK,14969,1203,8.04,3.34,4018.02,44,16194.85,FBCLID_00002492,meta,paid_social,retargeting,25-34,Female
2026-04-19,200001,ABC Meta,5493,Brand Awareness,Meta,6493,AdSet10,Stories,Desktop,UK,10213,457,4.48,2.79,1275.03,43,3057.21,FBCLID_00002493,meta,paid_social,brand_awareness,18-24,All
2026-02-18,200001,ABC Meta,5494,Lead Gen,Meta,6494,AdSet13,Instagram Feed,Mobile,UK,9467,305,3.23,3.2,976.0,25,8594.35,FBCLID_00002494,meta,paid_social,lead_gen,25-34,Female
2026-06-21,200001,ABC Meta,5495,Retargeting,Meta,6495,AdSet4,Stories,Mobile,USA,1436,124,8.7,1.89,234.36,4,215.36,FBCLID_00002495,meta,paid_social,retargeting,35-44,Female
2026-06-21,200001,ABC Meta,5496,App Install,Meta,6496,AdSet19,Reels,Desktop,Canada,17760,1188,6.69,1.15,1366.2,109,22503.65,FBCLID_00002496,meta,paid_social,app_install,18-24,All
2026-01-08,200001,ABC Meta,5497,App Install,Meta,6497,AdSet12,Stories,Mobile,UK,12721,1245,9.79,3.52,4382.4,33,7935.99,FBCLID_00002497,meta,paid_social,app_install,35-44,Female
2026-01-25,200001,ABC Meta,5498,Video Views,Meta,6498,AdSet11,Stories,Mobile,USA,11394,369,3.24,0.69,254.61,19,4116.39,FBCLID_00002498,meta,paid_social,video_views,18-24,All
2026-05-18,200001,ABC Meta,5499,App Install,Meta,6499,AdSet4,Instagram Feed,Desktop,UK,18704,443,2.37,0.28,124.04,7,2234.82,FBCLID_00002499,meta,paid_social,app_install,18-24,Male
2026-05-18,200001,ABC Meta,5500,App Install,Meta,6500,AdSet17,Facebook Feed,Mobile,USA,7433,584,7.86,0.39,227.76,53,17214.75,FBCLID_00002500,meta,paid_social,app_install,35-44,Female
2026-06-24,200001,ABC Meta,5501,Festival Offers,Meta,6501,AdSet9,Reels,Desktop,Canada,5519,300,5.44,3.46,1038.0,9,2901.54,FBCLID_00002501,meta,paid_social,festival_offers,45-54,All
2026-03-26,200001,ABC Meta,5502,App Install,Meta,6502,AdSet16,Instagram Feed,Desktop,Canada,3036,273,9.01,1.44,393.12,10,684.87,FBCLID_00002502,meta,paid_social,app_install,45-54,Female
2026-03-21,200001,ABC Meta,5503,App Install,Meta,6503,AdSet6,Reels,Desktop,India,3132,310,9.92,1.26,390.6,28,7168.38,FBCLID_00002503,meta,paid_social,app_install,18-24,Male
2026-02-05,200001,ABC Meta,5504,Lead Gen,Meta,6504,AdSet18,Reels,Mobile,USA,2109,201,9.54,3.83,769.83,11,3569.85,FBCLID_00002504,meta,paid_social,lead_gen,45-54,Male
2026-04-09,200001,ABC Meta,5505,Lead Gen,Meta,6505,AdSet13,Stories,Mobile,India,11990,280,2.34,4.17,1167.6,12,1798.07,FBCLID_00002505,meta,paid_social,lead_gen,18-24,All
2026-02-16,200001,ABC Meta,5506,Video Views,Meta,6506,AdSet2,Stories,Desktop,UK,6524,539,8.27,2.85,1536.15,16,5825.62,FBCLID_00002506,meta,paid_social,video_views,25-34,Female
2026-05-27,200001,ABC Meta,5507,App Install,Meta,6507,AdSet17,Stories,Mobile,USA,17871,1438,8.05,0.81,1164.78,42,14468.56,FBCLID_00002507,meta,paid_social,app_install,45-54,Male
2026-05-15,200001,ABC Meta,5508,App Install,Meta,6508,AdSet3,Instagram Feed,Desktop,USA,7343,588,8.02,2.18,1281.84,41,13775.76,FBCLID_00002508,meta,paid_social,app_install,35-44,All
